KO,F101_0.22_B,F101_0.22_S,F103_0.22_B,F103_0.22_S,F107_0.22_B,F107_0.22_S
K11481,0,0,1,0,1,1
K11486,0,0,0,0,0,0
K11488,0,0,1,0,1,0
K11490,0,0,0,0,1,0
K11491,0,0,0,0,1,0
K11492,0,0,0,0,1,1
K11493,0,0,1,1,1,1
K11494,1,1,1,1,1,1
K11495,0,0,0,0,0,0
K11497,0,0,0,0,0,0
K11498,0,0,1,1,1,1
K11502,0,0,1,1,1,0
K11504,0,0,0,0,0,0
K11517,1,1,1,1,1,1
K11518,0,1,1,1,1,0
K11519,0,0,1,0,1,0
K11520,0,0,0,0,0,0
K11521,0,0,0,0,0,0
K11522,0,0,0,0,0,0
K11523,0,0,0,0,0,0
K11524,0,0,0,0,0,0
K11525,0,0,0,0,0,0
K11526,0,0,0,0,0,0
K11527,1,1,1,1,1,1
K11528,1,1,1,1,1,1
K11529,1,1,1,1,1,1
K11530,1,0,1,1,1,1
K11531,1,1,1,1,1,1
K11532,1,1,1,1,1,1
K11533,0,0,0,0,0,0
K11534,1,0,1,0,0,0
K11535,0,0,0,0,0,0
K11536,0,0,1,0,0,1
K11537,1,1,1,1,1,1
K11538,0,0,0,0,0,1
K11539,0,0,0,0,1,0
K11540,1,1,1,1,1,1
K11541,1,1,1,1,1,1
K11547,0,0,0,0,1,1
K11548,0,0,1,1,1,1
K11549,0,0,1,1,1,0
K11550,0,0,1,0,1,1
K11558,0,0,0,0,0,0
K11562,0,0,0,0,0,0
K11577,0,0,0,0,0,0
K11578,0,0,0,0,0,0
K11583,1,0,1,1,1,1
K11584,1,1,1,1,1,1
K11585,0,0,0,0,0,0
K11586,0,0,0,0,1,0
K11587,0,0,0,0,0,0
K11592,0,0,0,0,0,0
K11593,0,0,1,1,1,0
K11594,0,1,1,1,1,1
K11599,0,0,1,0,1,0
K11600,1,1,1,1,1,1
K11601,1,0,1,0,0,1
K11602,0,0,0,0,0,0
K11603,0,0,0,0,0,0
K11604,1,1,1,1,1,1
K11605,1,1,1,1,1,1
K11606,1,1,1,1,1,1
K11607,1,1,1,1,1,1
K11608,0,0,0,0,0,0
K11609,0,0,0,0,0,0
K11610,0,0,1,0,1,1
K11611,0,0,0,0,0,0
K11614,0,0,0,0,0,0
K11615,0,0,0,0,0,0
K11616,0,0,0,0,0,0
K11617,0,0,0,0,1,0
K11618,0,0,0,0,0,1
K11619,0,0,0,0,0,0
K11621,0,0,0,0,0,0
K11622,0,0,0,0,0,0
K11624,0,0,1,1,0,1
K11626,0,0,0,0,0,0
K11628,0,0,0,0,0,0
K11629,0,0,0,0,0,0
K11630,0,0,0,0,0,0
K11631,0,0,0,0,0,1
K11632,0,0,0,0,0,0
K11633,0,0,0,0,0,0
K11637,1,1,1,1,1,1
K11638,1,1,1,1,1,1
K11640,0,0,0,0,0,0
K11641,0,0,0,0,0,0
K11643,0,0,1,0,1,1
K11644,1,1,1,1,1,1
K11646,1,1,1,1,1,1
K11647,1,1,1,1,1,1
K11648,0,0,0,0,1,0
K11649,0,0,1,1,1,0
K11650,0,0,1,1,1,0
K11651,0,0,0,0,0,0
K11652,0,0,1,1,1,1
K11654,1,1,1,1,1,1
K11655,0,0,0,0,1,0
K11657,0,0,0,0,0,0
K11658,0,0,0,0,0,0
K11659,0,0,0,0,1,0
K11661,0,0,0,0,1,0
K11662,0,0,1,1,1,1
K11663,0,0,1,0,1,0
K11664,0,0,1,0,1,0
K11665,1,0,1,0,1,0
K11667,0,0,0,0,0,0
K11671,0,0,0,0,1,0
K11672,0,0,1,0,1,0
K11673,0,0,1,0,1,0
K11674,0,0,1,0,1,0
K11680,0,0,0,0,1,0
K11681,0,0,1,0,1,0
K11684,0,0,1,1,1,0
K11685,0,0,0,0,0,0
K11686,0,0,0,0,0,0
K11687,0,0,0,0,0,0
K11688,1,1,1,1,1,1
K11689,1,1,1,1,1,1
K11690,1,1,1,1,1,1
K11691,0,0,0,0,0,0
K11692,0,0,0,0,0,0
K11693,0,0,0,0,0,0
K11699,0,0,1,0,1,0
K11701,0,0,1,0,1,0
K11703,1,1,1,1,1,1
K11704,0,0,1,0,1,1
K11705,0,0,0,0,0,0
K11706,0,0,0,0,0,0
K11707,1,1,1,1,1,1
K11708,1,1,1,1,1,1
K11709,1,1,1,1,1,1
K11710,1,1,1,1,1,1
K11711,1,0,1,1,0,1
K11712,1,0,1,1,1,1
K11713,0,0,0,0,1,1
K11714,0,0,1,0,1,0
K11715,0,0,0,0,0,0
K11717,1,1,1,1,1,1
K11718,1,1,1,1,1,1
K11719,1,1,1,1,1,1
K11720,1,1,1,1,1,1
K11721,0,0,0,0,1,1
K11722,0,0,0,0,1,1
K11723,0,0,1,0,1,1
K11725,1,1,1,1,1,1
K11726,0,0,0,0,0,0
K11727,0,0,0,0,1,1
K11728,0,0,0,0,1,1
K11729,1,1,1,1,1,1
K11730,1,1,1,1,1,1
K11731,1,1,1,1,1,1
K11732,0,0,0,0,0,0
K11733,0,0,0,0,0,0
K11734,0,0,0,0,0,0
K11735,0,0,0,0,0,0
K11736,0,0,0,0,0,0
K11737,1,0,1,0,1,1
K11738,0,0,0,0,0,0
K11739,0,0,0,0,0,0
K11740,0,0,0,0,0,0
K11741,1,1,1,1,1,1
K11742,0,0,0,0,0,1
K11743,0,0,1,0,0,1
K11744,1,1,1,1,1,1
K11745,1,1,1,1,0,1
K11746,0,0,0,1,0,1
K11747,1,1,1,1,1,1
K11748,1,1,1,1,0,1
K11749,1,1,1,1,1,1
K11750,1,0,1,0,1,1
K11751,1,1,1,1,1,1
K11752,1,1,1,1,1,1
K11754,1,1,1,1,1,1
K11755,1,1,1,1,1,1
K11757,0,0,1,0,1,0
K11759,0,0,0,0,0,0
K11762,0,0,0,0,1,0
K11765,0,0,0,0,1,0
K11777,1,1,1,1,1,1
K11778,0,0,1,1,1,0
K11779,1,1,1,1,1,1
K11780,1,1,1,1,1,1
K11781,1,1,1,1,1,1
K11782,0,0,0,0,0,0
K11784,0,0,0,0,1,0
K11786,1,0,1,0,1,1
K11787,1,1,1,1,1,1
K11788,1,1,1,1,1,1
K11789,0,0,1,1,1,0
K11790,0,0,1,1,1,0
K11792,0,0,0,0,0,0
K11793,1,1,1,1,1,1
K11795,0,0,0,0,0,0
K11796,0,0,0,0,1,0
K11797,0,0,0,0,0,0
K11798,0,0,1,0,1,0
K11800,0,0,0,0,0,0
K11801,0,0,0,0,1,0
K11802,0,0,0,0,0,0
K11803,0,0,1,0,1,0
K11804,0,0,1,0,1,0
K11805,0,1,1,1,1,1
K11806,0,1,1,1,1,0
K11807,0,0,0,0,0,0
K11808,1,1,1,1,1,1
K11810,1,1,1,1,1,1
K11811,1,1,1,1,1,1
K11814,0,0,0,0,0,0
K11816,0,0,0,0,0,0
K11817,0,0,0,0,0,0
K11821,0,0,0,0,0,0
K11822,0,0,0,0,0,0
K11824,0,0,1,1,1,1
K11825,0,0,1,0,1,0
K11826,0,0,1,1,1,1
K11827,0,1,1,1,1,0
K11828,0,0,0,0,0,0
K11830,0,0,0,0,0,0
K11833,1,1,1,1,1,1
K11834,0,0,0,0,1,0
K11835,1,1,1,1,1,1
K11836,0,0,1,1,1,1
K11837,0,0,0,0,1,1
K11838,1,0,1,1,1,1
K11839,1,1,1,1,1,1
K11840,0,0,1,1,1,1
K11841,0,0,0,0,1,0
K11842,0,0,1,1,1,0
K11843,0,1,1,1,1,1
K11844,0,0,0,0,1,1
K11845,0,0,0,0,1,0
K11846,0,0,0,0,0,0
K11847,0,0,0,0,0,1
K11848,0,0,0,0,1,0
K11849,0,0,0,0,0,0
K11850,0,0,1,0,1,0
K11851,0,0,0,0,0,0
K11852,0,0,0,0,1,0
K11853,1,0,1,0,1,1
K11854,0,0,1,0,1,0
K11855,0,0,1,1,1,0
K11856,0,0,0,0,0,0
K11857,0,0,0,0,1,1
K11858,0,0,1,1,1,0
K11860,0,0,0,0,0,0
K11861,0,0,0,0,0,0
K11862,0,0,0,0,0,0
K11863,0,0,1,1,1,0
K11864,0,0,0,0,0,0
K11865,0,0,0,0,0,0
K11866,0,0,0,0,1,0
K11867,0,0,0,0,1,0
K11869,0,0,0,0,1,1
K11870,0,0,0,0,0,0
K11871,0,0,0,0,0,0
K11872,0,0,0,0,0,0
K11873,0,0,0,0,1,0
K11874,0,0,0,0,0,0
K11876,0,0,1,0,1,0
K11877,0,0,0,0,0,0
K11878,0,0,0,0,0,0
K11883,0,0,1,1,1,1
K11884,0,1,1,1,1,0
K11885,0,0,1,1,1,1
K11886,1,1,1,1,1,1
K11890,0,0,1,0,0,1
K11891,1,1,1,1,1,1
K11892,1,1,1,1,1,1
K11893,1,1,1,1,1,1
K11894,1,0,1,1,0,1
K11895,1,1,1,1,1,1
K11896,1,1,1,1,1,1
K11897,1,1,1,1,1,1
K11898,0,0,1,0,0,0
K11899,1,0,1,0,1,1
K11900,1,1,1,1,1,1
K11901,1,1,1,1,1,1
K11902,1,1,1,1,1,1
K11903,1,1,1,1,1,1
K11904,1,1,1,1,1,1
K11905,1,0,1,0,0,1
K11906,1,0,1,0,1,1
K11907,1,1,1,1,1,1
K11908,0,0,1,0,0,0
K11909,0,0,0,0,0,0
K11910,1,0,1,1,0,1
K11911,0,0,1,0,0,1
K11912,1,0,1,0,1,1
K11913,0,0,0,0,0,0
K11914,1,0,1,0,0,0
K11915,1,0,1,1,1,1
K11916,1,0,1,0,0,0
K11917,0,0,0,0,0,0
K11918,1,1,1,1,0,1
K11919,0,0,0,0,0,0
K11921,1,0,1,0,1,1
K11922,0,0,0,0,0,0
K11923,1,1,1,1,1,1
K11924,1,1,1,1,1,1
K11925,1,0,1,0,0,1
K11926,0,0,1,0,0,0
K11927,1,1,1,1,1,1
K11928,1,1,1,1,1,1
K11929,1,1,1,0,0,0
K11930,1,0,1,0,1,1
K11931,1,1,1,0,1,1
K11932,0,0,0,0,0,0
K11933,0,0,1,0,0,1
K11934,0,0,0,0,0,0
K11935,1,0,1,0,1,1
K11936,1,1,1,1,1,1
K11937,0,0,0,0,0,0
K11938,0,0,0,0,0,0
K11939,1,1,1,1,1,1
K11940,1,1,1,1,1,1
K11941,1,1,1,1,1,1
K11942,1,1,1,1,1,1
K11943,0,0,0,0,0,0
K11944,0,0,0,0,0,0
K11945,1,1,1,1,1,1
K11947,0,0,0,0,0,0
K11949,0,0,0,0,0,0
K11950,0,0,0,0,0,0
K11951,0,0,0,0,0,0
K11952,0,0,0,0,0,0
K11953,0,0,0,0,0,0
K11954,1,1,1,1,1,1
K11955,1,1,1,1,1,1
K11956,1,1,1,1,1,1
K11957,1,1,1,1,1,1
K11958,0,0,1,0,1,0
K11959,1,1,1,1,1,1
K11960,1,1,1,1,1,1
K11961,1,1,1,1,1,1
K11962,1,1,1,1,1,1
K11963,1,1,1,1,1,1
K11964,0,0,0,0,1,0
K11967,0,0,0,0,1,0
K11968,1,0,1,1,1,1
K11969,0,0,0,0,0,0
K11970,0,0,0,0,0,0
K11971,0,0,1,1,1,0
K11972,0,0,0,0,1,0
K11975,0,0,0,0,0,1
K11976,0,0,1,0,1,1
K11977,0,0,0,0,0,0
K11978,0,0,1,0,1,0
K11979,0,0,0,0,0,0
K11981,0,0,0,0,1,0
K11982,1,1,1,1,1,1
K11984,0,0,1,1,1,0
K11985,0,0,0,0,0,0
K11986,0,0,0,0,1,1
K11987,0,0,0,0,1,0
K11989,0,0,0,0,0,0
K11991,1,1,1,1,1,1
K11992,0,0,0,0,1,0
K11993,0,0,0,0,0,0
K11994,1,1,1,1,1,1
K11995,1,1,1,1,1,1
K11996,1,1,1,1,1,1
K11997,1,1,1,1,1,1
K12000,0,0,0,0,0,0
K12012,0,0,0,0,1,0
K12015,0,0,0,0,1,0
K12019,0,0,0,0,0,0
K12021,0,0,0,0,0,0
K12024,0,0,0,0,0,0
K12027,0,0,0,0,0,0
K12031,0,0,0,0,0,0
K12032,0,0,0,0,1,0
K12033,0,0,0,0,0,0
K12034,0,0,0,0,0,0
K12035,1,1,1,1,1,1
K12038,0,0,0,0,0,0
K12040,0,0,0,0,0,0
K12041,0,0,1,0,1,1
K12042,0,0,0,0,1,0
K12047,0,0,0,0,0,0
K12048,0,0,0,0,0,0
K12049,0,0,0,0,0,0
K12053,0,0,0,0,0,0
K12055,0,0,1,0,0,0
K12056,1,1,1,1,1,1
K12057,1,1,1,1,0,1
K12058,1,1,1,1,1,1
K12059,0,0,0,1,0,1
K12060,1,1,1,1,0,1
K12061,1,1,1,1,0,1
K12062,0,0,1,1,0,1
K12063,1,1,1,1,1,1
K12064,1,0,1,1,0,1
K12065,1,1,1,1,0,1
K12066,1,1,1,1,0,1
K12067,1,1,1,1,0,1
K12068,0,0,1,1,0,1
K12069,0,0,1,0,0,0
K12070,1,0,1,0,0,1
K12071,1,0,1,0,0,1
K12072,1,1,1,1,1,1
K12073,1,1,1,1,1,1
K12075,0,0,0,0,0,0
K12107,0,0,0,0,0,0
K12111,1,0,1,0,1,1
K12112,0,0,1,0,0,0
K12113,0,0,1,0,0,1
K12115,0,0,0,0,0,0
K12116,0,0,0,0,1,0
K12117,0,0,0,0,0,0
K12118,0,0,0,0,0,0
K12119,0,0,0,0,0,0
K12120,0,0,0,0,0,0
K12121,0,0,0,0,0,0
K12122,0,0,0,0,0,0
K12123,0,0,0,0,1,0
K12130,0,0,0,0,0,0
K12132,0,0,0,0,0,0
K12133,0,0,1,0,1,0
K12134,0,0,0,0,1,0
K12136,0,0,0,0,0,0
K12137,0,0,0,0,0,0
K12138,0,0,0,0,0,0
K12139,0,0,0,0,0,0
K12140,0,0,0,0,0,0
K12141,0,0,0,0,0,0
K12142,0,0,0,0,0,0
K12143,0,0,0,0,0,0
K12144,0,0,0,0,0,0
K12145,0,0,0,0,0,0
K12146,0,0,0,0,1,0
K12147,0,0,0,0,0,0
K12149,0,0,0,0,0,0
K12151,0,0,0,0,0,0
K12152,1,1,1,1,0,1
K12158,0,0,1,1,1,0
K12160,1,0,1,1,1,0
K12162,0,0,0,0,0,0
K12163,0,0,0,0,0,0
K12164,1,0,1,1,1,1
K12165,0,1,0,1,1,0
K12166,0,0,0,0,1,0
K12167,0,0,0,0,0,0
K12168,0,0,0,0,0,0
K12169,1,0,1,1,1,1
K12171,0,0,0,0,0,0
K12172,0,0,0,0,0,1
K12174,0,0,0,1,1,0
K12175,0,0,1,1,1,0
K12176,0,0,1,1,1,1
K12177,0,0,1,0,1,1
K12178,1,0,1,1,1,1
K12179,0,0,1,0,1,0
K12180,0,0,1,0,1,1
K12181,0,0,0,0,1,0
K12182,0,0,0,0,1,1
K12183,0,0,1,1,1,0
K12184,0,0,1,0,1,0
K12185,0,0,0,0,1,0
K12188,0,0,1,0,1,0
K12189,1,0,1,0,1,1
K12190,0,0,1,0,1,1
K12191,0,0,1,1,1,0
K12192,0,0,0,0,1,0
K12193,0,0,1,0,1,1
K12194,0,1,1,1,1,1
K12195,0,0,0,0,1,0
K12196,1,1,1,1,1,1
K12197,1,0,1,1,1,1
K12198,0,0,1,1,1,1
K12199,0,0,1,1,1,0
K12200,1,0,1,1,1,1
K12202,0,0,1,0,1,1
K12203,0,0,1,0,0,0
K12204,0,0,1,0,0,0
K12205,0,0,1,0,0,0
K12206,0,0,1,0,1,1
K12207,0,0,0,0,0,0
K12208,0,0,0,0,0,0
K12209,1,1,1,1,1,1
K12210,0,0,0,0,0,0
K12211,0,0,0,0,0,0
K12212,0,0,0,0,0,0
K12213,0,0,1,0,0,0
K12214,0,0,1,0,0,0
K12215,0,0,0,0,0,0
K12216,0,0,0,0,0,0
K12217,0,0,1,0,1,1
K12218,0,0,1,0,0,0
K12219,0,0,0,0,0,0
K12221,0,0,0,0,0,0
K12222,0,0,0,0,0,0
K12223,0,0,0,0,0,0
K12224,0,0,0,0,0,0
K12225,0,0,0,0,0,0
K12226,0,0,0,0,0,0
K12231,0,0,1,1,1,1
K12232,0,0,0,0,0,1
K12233,0,0,0,0,0,0
K12234,1,1,1,1,1,1
K12235,1,1,1,1,1,1
K12236,0,0,0,0,0,0
K12237,0,0,0,0,0,0
K12238,0,0,0,0,0,0
K12239,0,0,0,0,0,0
K12240,0,0,0,0,0,0
K12241,0,0,0,0,0,0
K12242,0,0,1,0,1,0
K12243,0,0,0,0,0,0
K12244,0,0,1,0,1,1
K12245,0,0,0,0,0,0
K12246,0,0,0,0,0,0
K12247,0,0,0,0,0,0
K12248,0,0,0,0,0,0
K12251,1,1,1,1,1,1
K12252,1,1,1,1,1,1
K12253,1,1,1,1,1,1
K12254,1,0,1,1,1,1
K12255,0,0,1,0,1,0
K12256,1,1,1,1,1,1
K12257,1,1,1,1,1,1
K12259,0,0,0,0,1,1
K12261,1,0,1,0,1,1
K12262,1,1,1,1,1,1
K12263,1,1,1,1,1,1
K12264,0,0,1,0,0,0
K12265,0,0,1,0,0,0
K12266,1,1,1,1,0,1
K12267,1,1,1,1,1,1
K12268,0,0,0,0,0,0
K12269,0,0,0,0,0,0
K12270,0,0,0,0,0,0
K12271,0,0,0,0,1,0
K12272,0,0,1,0,1,1
K12273,0,0,0,0,1,0
K12275,1,0,1,1,1,1
K12276,1,1,1,1,1,1
K12277,0,0,1,0,0,0
K12278,1,1,1,1,1,1
K12279,1,1,1,0,0,1
K12280,0,1,1,0,0,1
K12281,0,0,1,0,0,1
K12282,1,1,1,1,1,1
K12283,1,1,1,1,0,1
K12284,1,1,1,1,0,1
K12285,1,1,1,0,0,1
K12286,0,0,1,0,0,1
K12287,1,1,1,1,1,1
K12288,0,0,0,0,0,0
K12289,0,0,0,0,0,0
K12292,0,0,0,0,0,0
K12293,0,0,0,0,0,0
K12294,0,0,0,0,0,0
K12295,0,0,0,0,0,0
K12296,0,0,0,0,0,0
K12297,1,1,1,1,1,1
K12298,1,1,1,0,1,1
K12299,0,0,0,0,0,0
K12301,1,1,1,1,1,1
K12302,0,0,0,0,1,1
K12303,0,0,0,0,1,0
K12304,0,0,0,0,1,1
K12305,0,0,0,0,0,0
K12306,0,0,0,0,0,0
K12307,0,0,1,0,1,0
K12308,1,1,1,1,1,1
K12309,0,0,0,0,1,1
K12310,0,0,1,0,1,1
K12311,0,0,1,1,1,1
K12312,0,0,0,0,1,1
K12314,0,0,0,0,0,0
K12316,0,0,0,0,0,0
K12317,0,0,0,0,0,0
K12319,0,0,0,0,1,1
K12320,0,0,0,0,0,0
K12321,0,0,0,0,0,1
K12323,0,0,0,0,0,1
K12324,0,0,0,0,0,0
K12326,0,0,0,0,0,0
K12329,0,0,1,0,1,0
K12339,1,1,1,1,1,1
K12340,1,1,1,1,1,1
K12342,0,0,0,0,0,0
K12343,1,1,1,1,1,1
K12344,0,0,0,1,1,1
K12345,0,0,1,0,1,0
K12347,0,0,0,0,1,0
K12348,0,0,1,0,1,1
K12349,0,0,0,0,1,1
K12350,0,0,0,0,1,1
K12351,1,1,1,1,1,1
K12354,0,0,0,0,1,0
K12355,0,0,0,0,0,0
K12365,0,0,0,0,0,0
K12368,1,1,1,1,1,1
K12369,1,1,1,1,1,1
K12370,1,1,1,1,1,1
K12371,1,1,1,1,0,1
K12372,1,1,1,1,1,1
K12373,1,1,1,1,1,1
K12374,1,0,1,1,1,1
K12375,1,0,1,0,1,1
K12376,1,0,1,0,1,1
K12380,0,0,0,0,0,0
K12381,1,0,1,0,1,0
K12382,0,0,0,0,0,0
K12383,0,0,0,0,0,0
K12384,0,0,0,0,1,0
K12385,0,0,0,0,1,0
K12386,0,0,0,0,1,1
K12388,0,0,0,0,0,0
K12389,0,0,0,0,1,1
K12390,0,0,0,0,0,0
K12391,1,0,1,1,1,1
K12392,1,0,1,1,1,1
K12393,1,0,1,1,1,1
K12394,0,0,1,1,1,1
K12396,0,1,1,1,1,1
K12397,0,0,1,1,1,1
K12398,0,0,1,1,1,0
K12399,0,1,1,1,1,1
K12400,0,0,1,1,1,1
K12401,0,0,0,0,1,0
K12402,0,0,1,1,1,1
K12403,0,0,1,1,1,1
K12404,0,0,0,0,0,0
K12405,1,1,1,1,1,1
K12406,0,0,0,0,0,0
K12408,0,0,0,0,0,0
K12409,0,0,0,0,1,1
K12410,1,1,1,1,1,1
K12417,1,0,0,0,0,1
K12418,0,1,1,1,1,1
K12419,0,0,0,0,0,0
K12420,0,0,1,0,0,0
K12421,0,0,0,0,0,1
K12423,0,0,0,0,0,0
K12426,0,0,0,0,0,0
K12427,0,0,0,0,0,0
K12428,0,0,1,0,1,0
K12429,1,1,1,1,0,1
K12430,0,0,0,0,1,1
K12431,0,0,0,0,0,0
K12433,0,0,0,0,0,0
K12434,0,0,0,0,0,0
K12435,0,0,0,0,0,0
K12436,0,1,1,1,1,1
K12437,0,0,0,0,1,1
K12439,0,0,0,0,0,0
K12440,0,0,0,0,1,0
K12441,0,0,0,0,1,0
K12442,0,0,0,0,1,0
K12443,0,0,0,0,0,1
K12444,0,0,0,0,0,0
K12445,1,1,1,1,1,1
K12446,0,0,1,0,1,0
K12447,0,0,1,1,1,1
K12448,0,0,1,1,1,0
K12449,0,0,0,0,1,0
K12450,1,1,1,1,1,1
K12451,1,0,1,1,1,0
K12452,1,1,1,1,1,1
K12453,1,1,1,1,1,1
K12454,1,1,1,1,1,1
K12455,0,0,1,0,1,1
K12460,1,1,1,1,1,1
K12462,0,0,0,0,1,0
K12463,0,0,0,0,0,0
K12464,0,0,0,0,0,0
K12466,0,0,0,0,0,0
K12469,0,0,0,0,0,0
K12470,0,0,0,0,0,0
K12471,0,0,1,0,1,0
K12472,0,0,0,0,0,0
K12473,1,0,1,1,1,1
K12476,0,0,0,0,0,0
K12477,0,0,0,0,1,1
K12478,0,0,0,0,1,1
K12479,0,0,1,0,1,1
K12481,0,0,0,0,0,0
K12482,0,0,0,0,1,1
K12483,0,0,1,1,1,1
K12486,0,0,1,1,1,0
K12487,0,0,0,0,0,0
K12488,0,0,0,0,1,0
K12489,0,0,1,1,1,1
K12490,0,0,0,0,1,0
K12491,0,0,0,0,0,1
K12492,0,0,1,0,1,1
K12493,0,0,0,0,1,0
K12495,0,0,0,0,1,0
K12500,1,1,1,1,1,1
K12501,0,0,1,1,1,0
K12502,0,0,0,0,1,0
K12503,1,1,1,1,1,1
K12504,0,0,0,0,0,0
K12506,1,1,1,1,1,1
K12507,1,1,1,1,1,1
K12508,1,1,1,1,1,1
K12510,1,1,1,1,1,1
K12511,1,1,1,1,1,1
K12512,1,0,1,0,0,0
K12513,0,0,1,0,0,0
K12514,1,0,1,0,0,0
K12515,1,0,1,0,0,1
K12524,1,1,1,1,1,1
K12525,1,1,1,1,1,1
K12526,0,0,1,0,1,1
K12527,1,1,1,1,1,1
K12528,0,0,0,0,0,0
K12529,1,0,1,0,1,1
K12530,1,0,1,0,0,1
K12531,1,0,1,1,1,1
K12532,1,0,1,0,0,0
K12533,0,0,0,0,0,0
K12534,0,0,0,0,0,0
K12535,0,0,0,0,1,0
K12536,1,1,1,1,1,1
K12537,0,0,1,0,0,0
K12538,0,0,1,0,0,0
K12539,0,0,0,0,0,0
K12541,0,0,1,0,1,1
K12542,1,1,1,1,1,1
K12543,0,0,1,0,1,1
K12544,0,0,0,0,1,0
K12545,0,0,1,0,0,0
K12547,0,0,0,0,0,0
K12549,1,1,1,1,1,1
K12552,0,0,0,0,0,0
K12554,0,0,0,0,0,0
K12555,0,0,0,0,0,0
K12556,0,0,0,0,0,0
K12557,0,0,0,0,0,0
K12559,1,0,1,0,1,1
K12567,1,1,1,1,1,1
K12571,0,0,1,1,1,1
K12572,0,0,1,1,1,1
K12573,1,1,1,1,1,1
K12574,1,1,1,1,1,1
K12580,0,0,1,1,1,1
K12581,0,0,1,1,1,1
K12582,1,1,1,1,1,1
K12583,0,1,0,1,0,0
K12584,0,0,1,0,1,1
K12585,1,1,1,1,1,1
K12586,0,0,1,0,1,0
K12587,0,0,0,0,1,0
K12589,1,1,1,1,1,1
K12590,0,0,1,0,1,0
K12591,0,0,1,1,1,1
K12592,0,0,1,0,1,0
K12593,0,0,1,0,1,0
K12598,1,1,1,1,1,1
K12599,1,1,1,1,1,1
K12600,1,1,1,1,1,1
K12601,0,0,0,0,0,0
K12602,0,0,1,1,1,1
K12603,1,1,1,1,1,1
K12604,1,1,1,1,1,1
K12605,0,0,1,1,1,1
K12606,0,1,1,1,1,1
K12607,0,0,0,0,1,1
K12608,1,1,1,1,1,1
K12611,0,0,1,0,1,0
K12613,1,1,1,1,1,1
K12614,1,1,1,1,1,1
K12616,0,0,1,1,1,1
K12617,0,0,0,0,0,0
K12618,1,1,1,1,1,1
K12619,1,1,1,1,1,1
K12620,0,0,1,1,1,0
K12621,0,1,1,1,1,0
K12622,0,1,1,1,1,0
K12623,0,0,1,1,1,0
K12624,0,0,1,1,1,0
K12625,0,0,0,1,1,0
K12626,0,0,1,0,1,0
K12627,0,0,1,1,1,0
K12645,0,0,0,0,0,0
K12646,0,0,0,0,1,0
K12649,0,0,0,0,0,0
K12655,0,0,0,0,1,1
K12657,0,0,1,0,1,1
K12658,1,1,1,1,1,1
K12659,0,0,1,0,1,1
K12660,1,0,1,0,1,1
K12661,1,1,1,1,1,1
K12662,0,0,1,1,1,1
K12663,1,0,1,0,1,1
K12666,0,0,0,0,1,0
K12667,0,0,0,0,0,0
K12668,0,0,0,0,0,0
K12669,0,0,0,0,0,0
K12670,1,0,0,0,1,0
K12675,0,1,0,0,0,0
K12678,0,0,0,0,0,0
K12684,0,0,0,0,0,0
K12685,1,1,1,1,1,1
K12686,1,0,1,1,1,1
K12688,0,0,0,0,0,0
K12700,0,0,0,0,0,0
K12733,1,1,1,1,1,1
K12734,0,0,1,1,1,0
K12735,0,0,1,1,1,1
K12736,1,0,1,1,1,1
K12737,0,0,1,1,1,1
K12739,0,0,1,0,1,0
K12741,0,0,0,0,1,0
K12743,0,0,1,0,1,0
K12761,0,0,0,0,1,0
K12765,0,0,0,0,0,0
K12766,0,0,0,0,0,0
K12767,0,0,1,1,1,0
K12776,0,0,0,0,0,0
K12778,0,0,0,0,0,0
K12789,0,0,0,0,0,0
K12795,0,0,1,1,1,1
K12796,0,0,0,0,1,0
K12800,0,0,0,0,0,0
K12811,0,0,1,1,1,1
K12812,1,1,1,1,1,1
K12813,1,1,1,1,1,1
K12814,0,0,0,0,0,0
K12815,0,1,1,1,1,1
K12816,0,0,1,1,1,1
K12817,0,0,1,1,1,0
K12818,1,1,1,1,1,1
K12819,0,0,1,1,1,0
K12820,1,1,1,1,1,1
K12821,0,0,1,0,1,1
K12822,0,0,1,0,1,0
K12823,1,0,1,1,1,1
K12824,0,0,0,0,0,0
K12825,0,0,1,1,1,0
K12826,0,1,1,1,1,1
K12827,0,0,1,1,1,1
K12828,1,1,1,1,1,1
K12829,0,0,1,1,1,0
K12830,0,1,1,1,1,1
K12831,0,1,1,1,1,1
K12832,0,0,1,1,1,0
K12833,0,0,1,1,1,0
K12834,0,0,1,0,1,0
K12835,0,0,0,0,1,0
K12836,0,0,1,1,1,0
K12837,0,0,1,1,1,1
K12838,0,0,0,0,0,0
K12839,0,0,1,0,1,0
K12840,0,0,1,0,1,0
K12841,0,0,0,0,0,0
K12842,0,0,1,1,1,0
K12843,0,0,1,1,1,0
K12844,0,1,1,1,1,1
K12845,0,1,1,1,1,0
K12846,0,0,0,0,1,0
K12847,0,0,1,1,1,1
K12848,0,0,1,1,1,0
K12849,0,0,1,1,1,0
K12850,0,0,1,1,1,1
K12852,0,1,1,1,1,1
K12854,1,1,1,1,1,1
K12855,1,1,1,1,1,1
K12856,1,1,1,1,1,1
K12857,0,0,1,1,1,0
K12858,0,0,1,1,1,1
K12859,0,1,1,1,1,0
K12860,1,1,1,1,1,1
K12861,0,0,1,1,1,0
K12862,0,0,1,1,1,1
K12863,0,0,1,0,1,0
K12864,0,0,1,1,1,0
